Odorant,Concentration_uM,plate,Counts,OR,Replicate
Ethyl isovalerate,10,2-7,1963,203_1,Rep3
Ethyl isovalerate,100,2-7,1840,203_1,Rep3
Ethyl isovalerate,1000,2-7,3716,203_1,Rep3
Bis(2-methyl-3-furyl)disulphide),10,2-7,1414,203_1,Rep3
Bis(2-methyl-3-furyl)disulphide),100,2-7,3782,203_1,Rep3
Bis(2-methyl-3-furyl)disulphide),1000,2-7,5139,203_1,Rep3
Dimethyl trisulfide,10,2-7,1883,203_1,Rep3
Dimethyl trisulfide,100,2-7,3076,203_1,Rep3
Dimethyl trisulfide,1000,2-7,4473,203_1,Rep3
"trans-2,cis-6-Nonadienal",10,2-13,4965,203_1,Rep3
"trans-2,cis-6-Nonadienal",100,2-13,6910,203_1,Rep3
"trans-2,cis-6-Nonadienal",1000,2-13,8307,203_1,Rep3
trans-2-Nonenal,10,2-7,2062,203_1,Rep3
trans-2-Nonenal,100,2-7,2176,203_1,Rep3
trans-2-Nonenal,1000,2-7,11779,203_1,Rep3
Cinnamyl alcohol,10,2-1,1687,203_1,Rep3
Cinnamyl alcohol,100,2-1,2705,203_1,Rep3
Cinnamyl alcohol,1000,2-1,4977,203_1,Rep3
n-Decyl acetate,10,2-7,3856,203_1,Rep3
n-Decyl acetate,100,2-7,2843,203_1,Rep3
n-Decyl acetate,1000,2-7,3077,203_1,Rep3
Dimethyl anthranilate,10,2-8,441,203_1,Rep3
Dimethyl anthranilate,100,2-8,968,203_1,Rep3
Dimethyl anthranilate,1000,2-8,674,203_1,Rep3
trans-2-Undecenal,10,2-8,2057,203_1,Rep3
trans-2-Undecenal,100,2-8,2352,203_1,Rep3
trans-2-Undecenal,1000,2-8,7927,203_1,Rep3
Neryl isobutyrate,10,2-8,2789,203_1,Rep3
Neryl isobutyrate,100,2-8,2576,203_1,Rep3
Neryl isobutyrate,1000,2-8,2973,203_1,Rep3
cis-4-Decenal,10,2-8,11716,203_1,Rep3
cis-4-Decenal,100,2-8,1611,203_1,Rep3
cis-4-Decenal,1000,2-8,4199,203_1,Rep3
Octyl formate,10,2-8,5430,203_1,Rep3
Octyl formate,100,2-8,7784,203_1,Rep3
Octyl formate,1000,2-8,5950,203_1,Rep3
(±)-2-Butanol,10,2-8,4147,203_1,Rep3
(±)-2-Butanol,100,2-8,5495,203_1,Rep3
(±)-2-Butanol,1000,2-8,3545,203_1,Rep3
2-Isopropyl-3-methoxypyrazine,10,2-8,3949,203_1,Rep3
2-Isopropyl-3-methoxypyrazine,100,2-8,5638,203_1,Rep3
2-Isopropyl-3-methoxypyrazine,1000,2-8,3814,203_1,Rep3
2-sec-Butyl-3-methoxypyrazine,10,2-13,502,203_1,Rep3
2-sec-Butyl-3-methoxypyrazine,100,2-13,2979,203_1,Rep3
2-sec-Butyl-3-methoxypyrazine,1000,2-13,3877,203_1,Rep3
cis-6-Nonenal,10,2-8,6802,203_1,Rep3
cis-6-Nonenal,100,2-8,4132,203_1,Rep3
cis-6-Nonenal,1000,2-8,15971,203_1,Rep3
Cinnamaldehyde,10,2-13,4536,203_1,Rep3
Cinnamaldehyde,100,2-13,2942,203_1,Rep3
Cinnamaldehyde,1000,2-13,3576,203_1,Rep3
beta-Damascone,10,2-8,5627,203_1,Rep3
beta-Damascone,100,2-8,3598,203_1,Rep3
beta-Damascone,1000,2-8,4948,203_1,Rep3
[Di]ethyl sulfide,10,2-9,555,203_1,Rep3
[Di]ethyl sulfide,100,2-9,3308,203_1,Rep3
[Di]ethyl sulfide,1000,2-9,2555,203_1,Rep3
Ethyl 2-methylpentanoate,10,2-9,3657,203_1,Rep3
Ethyl 2-methylpentanoate,100,2-9,4499,203_1,Rep3
Ethyl 2-methylpentanoate,1000,2-9,4394,203_1,Rep3
Farnesene,10,2-9,2781,203_1,Rep3
Farnesene,100,2-9,1343,203_1,Rep3
Farnesene,1000,2-9,2612,203_1,Rep3
"e,b,Farnesene",10,2-9,1103,203_1,Rep3
"e,b,Farnesene",100,2-9,2149,203_1,Rep3
"e,b,Farnesene",1000,2-9,3401,203_1,Rep3
trans-2-Methyl-2-butenal (2MB),10,2-9,6379,203_1,Rep3
trans-2-Methyl-2-butenal (2MB),100,2-9,3855,203_1,Rep3
trans-2-Methyl-2-butenal (2MB),1000,2-9,3760,203_1,Rep3
diacetyl,10,2-9,3572,203_1,Rep3
diacetyl,100,2-9,3e3,203_1,Rep3
diacetyl,1000,2-9,6563,203_1,Rep3
galaxolide,10,2-9,4845,203_1,Rep3
galaxolide,100,2-9,5198,203_1,Rep3
galaxolide,1000,2-9,111,203_1,Rep3
isobutyraldehyde,10,2-13,6959,203_1,Rep3
isobutyraldehyde,100,2-13,4043,203_1,Rep3
isobutyraldehyde,1000,2-13,5040,203_1,Rep3
p-cymene,10,2-1,9440,203_1,Rep3
p-cymene,100,2-1,2819,203_1,Rep3
p-cymene,1000,2-1,6837,203_1,Rep3
helional,10,2-9,8463,203_1,Rep3
helional,100,2-9,11148,203_1,Rep3
helional,1000,2-9,49500,203_1,Rep3
"1,9-nonanediol",10,2-9,8573,203_1,Rep3
"1,9-nonanediol",100,2-9,5989,203_1,Rep3
"1,9-nonanediol",1000,2-9,9636,203_1,Rep3
octanedioic acid (suberic acid),10,2-10,1842,203_1,Rep3
octanedioic acid (suberic acid),10,2-9,0,203_1,Rep3
octanedioic acid (suberic acid),100,2-10,2384,203_1,Rep3
octanedioic acid (suberic acid),1000,2-10,3074,203_1,Rep3
decanedioic acid (sebacic acid),10,2-10,5749,203_1,Rep3
decanedioic acid (sebacic acid),100,2-10,4043,203_1,Rep3
decanedioic acid (sebacic acid),1000,2-10,3939,203_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",10,2-10,5012,203_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",100,2-10,6532,203_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",1000,2-10,3763,203_1,Rep3
"2,3-Diethylpyrazine",10,2-10,4014,203_1,Rep3
"2,3-Diethylpyrazine",100,2-10,3767,203_1,Rep3
"2,3-Diethylpyrazine",1000,2-10,6186,203_1,Rep3
2-Methylbutyric acid,10,2-10,2383,203_1,Rep3
2-Methylbutyric acid,100,2-10,3544,203_1,Rep3
2-Methylbutyric acid,1000,2-10,7308,203_1,Rep3
Cyclobutanecarboxylic acid,10,2-10,9355,203_1,Rep3
Cyclobutanecarboxylic acid,100,2-10,5494,203_1,Rep3
Cyclobutanecarboxylic acid,1000,2-10,11982,203_1,Rep3
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",10,2-10,6702,203_1,Rep3
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",100,2-10,8296,203_1,Rep3
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",1000,2-10,6739,203_1,Rep3
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",10,2-10,8989,203_1,Rep3
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",100,2-10,5930,203_1,Rep3
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",1000,2-10,5907,203_1,Rep3
Control_1,10,2-1,0,203_1,Rep3
Control_1,10,2-10,0,203_1,Rep3
Control_1,10,2-11,0,203_1,Rep3
Control_1,10,2-12,0,203_1,Rep3
Control_1,10,2-13,0,203_1,Rep3
Control_1,10,2-2,0,203_1,Rep3
Control_1,10,2-3,0,203_1,Rep3
Control_1,10,2-4,0,203_1,Rep3
Control_1,10,2-5,0,203_1,Rep3
Control_1,10,2-6,0,203_1,Rep3
Control_1,10,2-7,0,203_1,Rep3
Control_1,10,2-8,0,203_1,Rep3
Control_1,10,2-9,0,203_1,Rep3
Control_1,100,2-1,0,203_1,Rep3
Control_1,100,2-10,0,203_1,Rep3
Control_1,100,2-11,0,203_1,Rep3
Control_1,100,2-12,0,203_1,Rep3
Control_1,100,2-13,0,203_1,Rep3
Control_1,100,2-2,0,203_1,Rep3
Control_1,100,2-3,0,203_1,Rep3
Control_1,100,2-4,0,203_1,Rep3
Control_1,100,2-5,0,203_1,Rep3
Control_1,100,2-6,0,203_1,Rep3
Control_1,100,2-7,0,203_1,Rep3
Control_1,100,2-8,0,203_1,Rep3
Control_1,100,2-9,0,203_1,Rep3
Control_1,1000,2-1,0,203_1,Rep3
Control_1,1000,2-10,0,203_1,Rep3
Control_1,1000,2-11,0,203_1,Rep3
Control_1,1000,2-12,0,203_1,Rep3
Control_1,1000,2-13,0,203_1,Rep3
Control_1,1000,2-2,0,203_1,Rep3
Control_1,1000,2-3,0,203_1,Rep3
Control_1,1000,2-4,0,203_1,Rep3
Control_1,1000,2-5,0,203_1,Rep3
Control_1,1000,2-6,0,203_1,Rep3
Control_1,1000,2-7,0,203_1,Rep3
Control_1,1000,2-8,0,203_1,Rep3
Control_1,1000,2-9,0,203_1,Rep3
Control_2,10,2-1,0,203_1,Rep3
Control_2,10,2-10,0,203_1,Rep3
Control_2,10,2-11,0,203_1,Rep3
Control_2,10,2-12,0,203_1,Rep3
Control_2,10,2-13,0,203_1,Rep3
Control_2,10,2-2,0,203_1,Rep3
Control_2,10,2-3,0,203_1,Rep3
Control_2,10,2-4,0,203_1,Rep3
Control_2,10,2-5,0,203_1,Rep3
Control_2,10,2-6,0,203_1,Rep3
Control_2,10,2-7,0,203_1,Rep3
Control_2,10,2-8,0,203_1,Rep3
Control_2,10,2-9,0,203_1,Rep3
Control_2,100,2-1,0,203_1,Rep3
Control_2,100,2-10,0,203_1,Rep3
Control_2,100,2-11,0,203_1,Rep3
Control_2,100,2-12,0,203_1,Rep3
Control_2,100,2-13,0,203_1,Rep3
Control_2,100,2-2,0,203_1,Rep3
Control_2,100,2-3,0,203_1,Rep3
Control_2,100,2-4,0,203_1,Rep3
Control_2,100,2-5,0,203_1,Rep3
Control_2,100,2-6,0,203_1,Rep3
Control_2,100,2-7,0,203_1,Rep3
Control_2,100,2-8,0,203_1,Rep3
Control_2,100,2-9,0,203_1,Rep3
Control_2,1000,2-1,0,203_1,Rep3
Control_2,1000,2-10,0,203_1,Rep3
Control_2,1000,2-11,0,203_1,Rep3
Control_2,1000,2-12,0,203_1,Rep3
Control_2,1000,2-13,0,203_1,Rep3
Control_2,1000,2-2,0,203_1,Rep3
Control_2,1000,2-3,0,203_1,Rep3
Control_2,1000,2-4,0,203_1,Rep3
Control_2,1000,2-5,0,203_1,Rep3
Control_2,1000,2-6,0,203_1,Rep3
Control_2,1000,2-7,0,203_1,Rep3
Control_2,1000,2-8,0,203_1,Rep3
Control_2,1000,2-9,0,203_1,Rep3
DMSO,-999,2-1,2008,203_1,Rep3
DMSO,-999,2-10,2293,203_1,Rep3
DMSO,-999,2-11,3214,203_1,Rep3
DMSO,-999,2-12,2693,203_1,Rep3
DMSO,-999,2-13,1326,203_1,Rep3
DMSO,-999,2-2,2794,203_1,Rep3
DMSO,-999,2-3,1657,203_1,Rep3
DMSO,-999,2-4,5,203_1,Rep3
DMSO,-999,2-5,2557,203_1,Rep3
DMSO,-999,2-6,892,203_1,Rep3
DMSO,-999,2-7,1866,203_1,Rep3
DMSO,-999,2-8,3441,203_1,Rep3
DMSO,-999,2-9,1052,203_1,Rep3
Nothing,-999,2-11,3657,203_1,Rep3
Nothing,-999,2-12,6117,203_1,Rep3
a-Amylcinnamaldehyde,10,2-1,1561,206_1,Rep3
a-Amylcinnamaldehyde,100,2-1,2637,206_1,Rep3
a-Amylcinnamaldehyde,1000,2-1,1119,206_1,Rep3
Eucalyptol,10,2-1,4692,206_1,Rep3
Eucalyptol,100,2-1,6276,206_1,Rep3
Eucalyptol,1000,2-1,5782,206_1,Rep3
Pentyl propionate (Amyl propionate),10,2-10,4952,206_1,Rep3
Pentyl propionate (Amyl propionate),100,2-10,4733,206_1,Rep3
Pentyl propionate (Amyl propionate),1000,2-10,5545,206_1,Rep3
Dihydro Myrcenol,10,2-11,705,206_1,Rep3
Dihydro Myrcenol,100,2-11,3033,206_1,Rep3
Dihydro Myrcenol,1000,2-11,2417,206_1,Rep3
Muscenone,10,2-11,1793,206_1,Rep3
Muscenone,100,2-11,116,206_1,Rep3
Muscenone,1000,2-11,2563,206_1,Rep3
ethyl maltol,10,2-11,2248,206_1,Rep3
ethyl maltol,100,2-11,4808,206_1,Rep3
ethyl maltol,1000,2-11,3446,206_1,Rep3
calone,10,2-11,3232,206_1,Rep3
calone,100,2-11,1608,206_1,Rep3
calone,1000,2-11,9112,206_1,Rep3
Sandalwood Mysone,10,2-11,5369,206_1,Rep3
Sandalwood Mysone,100,2-11,10183,206_1,Rep3
Sandalwood Mysone,1000,2-11,4526,206_1,Rep3
Iso E Super,10,2-11,3410,206_1,Rep3
Iso E Super,100,2-11,5669,206_1,Rep3
Iso E Super,1000,2-11,7132,206_1,Rep3
Olibanum Coeur MD,10,2-11,3730,206_1,Rep3
Olibanum Coeur MD,100,2-11,996,206_1,Rep3
Olibanum Coeur MD,1000,2-11,4844,206_1,Rep3
Turkish Rose Oil,10,2-11,3856,206_1,Rep3
Turkish Rose Oil,100,2-11,1,206_1,Rep3
Turkish Rose Oil,1000,2-11,5222,206_1,Rep3
Angel Eau de parfum (10 uM),10,2-12,1989,206_1,Rep3
Angel Eau de parfum (10 uM),100,2-12,4322,206_1,Rep3
Angel Eau de parfum (10 uM),1000,2-12,2978,206_1,Rep3
a-Hexylcinnamaldehyde,10,2-2,663,206_1,Rep3
a-Hexylcinnamaldehyde,100,2-2,2068,206_1,Rep3
a-Hexylcinnamaldehyde,1000,2-2,1441,206_1,Rep3
Dior Jadone Eau de parfum (10 uM),10,2-12,2059,206_1,Rep3
Dior Jadone Eau de parfum (10 uM),100,2-12,3045,206_1,Rep3
Dior Jadone Eau de parfum (10 uM),1000,2-12,5870,206_1,Rep3
Flowerbomb Viktor and Rolf (10 uM),10,2-12,1041,206_1,Rep3
Flowerbomb Viktor and Rolf (10 uM),100,2-12,3395,206_1,Rep3
Flowerbomb Viktor and Rolf (10 uM),1000,2-12,3882,206_1,Rep3
Chanel No 5 (10 uM),10,2-12,2825,206_1,Rep3
Chanel No 5 (10 uM),100,2-12,2982,206_1,Rep3
Chanel No 5 (10 uM),1000,2-12,2453,206_1,Rep3
Axe (10 uM),10,2-12,2541,206_1,Rep3
Axe (10 uM),100,2-12,1683,206_1,Rep3
Axe (10 uM),1000,2-12,3693,206_1,Rep3
Aedione (10 uM),10,2-12,3859,206_1,Rep3
Aedione (10 uM),100,2-12,2581,206_1,Rep3
Aedione (10 uM),1000,2-12,2423,206_1,Rep3
Isobornyl acetate,10,2-2,859,206_1,Rep3
Isobornyl acetate,100,2-2,1656,206_1,Rep3
Isobornyl acetate,1000,2-2,1491,206_1,Rep3
a-Amylcinnamaldehyde dimethyl acetal,10,2-2,3058,206_1,Rep3
a-Amylcinnamaldehyde dimethyl acetal,100,2-2,2808,206_1,Rep3
a-Amylcinnamaldehyde dimethyl acetal,1000,2-2,3251,206_1,Rep3
p-Tolyl isobutyrate,10,2-2,1390,206_1,Rep3
p-Tolyl isobutyrate,100,2-2,1183,206_1,Rep3
p-Tolyl isobutyrate,1000,2-2,0,206_1,Rep3
o-Tolyl isobutyrate,10,2-2,3844,206_1,Rep3
o-Tolyl isobutyrate,100,2-2,1369,206_1,Rep3
o-Tolyl isobutyrate,1000,2-2,3314,206_1,Rep3
p-Tolyl phenylacetate,10,2-2,939,206_1,Rep3
p-Tolyl phenylacetate,100,2-2,1654,206_1,Rep3
p-Tolyl phenylacetate,1000,2-2,3727,206_1,Rep3
2-Methoxy-3-Methyl-pyrazine,10,2-2,2925,206_1,Rep3
2-Methoxy-3-Methyl-pyrazine,100,2-2,3807,206_1,Rep3
2-Methoxy-3-Methyl-pyrazine,1000,2-2,2946,206_1,Rep3
2-Methoxypyrazine,10,2-13,2008,206_1,Rep3
2-Methoxypyrazine,100,2-13,3194,206_1,Rep3
2-Methoxypyrazine,1000,2-13,3618,206_1,Rep3
Methyl salicylate,10,2-2,2766,206_1,Rep3
Methyl salicylate,100,2-2,2864,206_1,Rep3
Methyl salicylate,1000,2-2,4914,206_1,Rep3
Anethole,10,2-1,2767,206_1,Rep3
Anethole,100,2-1,1957,206_1,Rep3
Anethole,1000,2-1,2187,206_1,Rep3
Myrcene,10,2-2,1434,206_1,Rep3
Myrcene,100,2-2,1787,206_1,Rep3
Myrcene,1000,2-2,2966,206_1,Rep3
w-Pentadecalactone,10,2-3,1506,206_1,Rep3
w-Pentadecalactone,100,2-3,1554,206_1,Rep3
w-Pentadecalactone,1000,2-3,1722,206_1,Rep3
2-Phenylethanol,10,2-3,2445,206_1,Rep3
2-Phenylethanol,100,2-3,2008,206_1,Rep3
2-Phenylethanol,1000,2-3,3169,206_1,Rep3
2-Phenethyl acetate,10,2-3,1985,206_1,Rep3
2-Phenethyl acetate,100,2-3,1714,206_1,Rep3
2-Phenethyl acetate,1000,2-3,1284,206_1,Rep3
Piperonal,10,2-3,1668,206_1,Rep3
Piperonal,100,2-3,581,206_1,Rep3
Piperonal,1000,2-3,457,206_1,Rep3
Pyrazine,10,2-3,2439,206_1,Rep3
Pyrazine,100,2-3,3741,206_1,Rep3
Pyrazine,1000,2-3,3872,206_1,Rep3
Sassafras oil,10,2-3,3130,206_1,Rep3
Sassafras oil,100,2-3,2277,206_1,Rep3
Sassafras oil,1000,2-3,2837,206_1,Rep3
thymol,10,2-3,1532,206_1,Rep3
thymol,100,2-3,1478,206_1,Rep3
thymol,1000,2-3,5127,206_1,Rep3
Triethylamine,10,2-13,6310,206_1,Rep3
Triethylamine,100,2-13,1725,206_1,Rep3
Triethylamine,1000,2-13,5296,206_1,Rep3
 L-Turpentine,10,2-3,4821,206_1,Rep3
 L-Turpentine,100,2-3,3838,206_1,Rep3
 L-Turpentine,1000,2-3,3396,206_1,Rep3
Anisaldehyde,10,2-1,3491,206_1,Rep3
Anisaldehyde,100,2-1,2540,206_1,Rep3
Anisaldehyde,1000,2-1,3682,206_1,Rep3
Methyl eugenol,10,2-3,2978,206_1,Rep3
Methyl eugenol,100,2-3,3465,206_1,Rep3
Methyl eugenol,1000,2-3,3770,206_1,Rep3
Eugenol,10,2-4,1348,206_1,Rep3
Eugenol,100,2-4,3951,206_1,Rep3
Eugenol,1000,2-4,4610,206_1,Rep3
Eugenol methyl ether,10,2-4,2796,206_1,Rep3
Eugenol methyl ether,100,2-4,2800,206_1,Rep3
Eugenol methyl ether,1000,2-4,2730,206_1,Rep3
4-Ethylphenol,10,2-4,3179,206_1,Rep3
4-Ethylphenol,100,2-4,2109,206_1,Rep3
4-Ethylphenol,1000,2-4,3639,206_1,Rep3
Ethyl vanillin,10,2-4,1890,206_1,Rep3
Ethyl vanillin,100,2-4,1142,206_1,Rep3
Ethyl vanillin,1000,2-4,889,206_1,Rep3
Vanillin,10,2-4,1241,206_1,Rep3
Vanillin,100,2-4,1801,206_1,Rep3
Vanillin,1000,2-4,2380,206_1,Rep3
2-Ethylphenol,10,2-4,9854,206_1,Rep3
2-Ethylphenol,100,2-4,2659,206_1,Rep3
2-Ethylphenol,1000,2-4,5730,206_1,Rep3
Guaiacol,10,2-4,5183,206_1,Rep3
Guaiacol,100,2-4,5506,206_1,Rep3
Guaiacol,1000,2-4,5343,206_1,Rep3
2-bromophenol,10,2-13,3353,206_1,Rep3
2-bromophenol,100,2-13,2429,206_1,Rep3
2-bromophenol,1000,2-13,614,206_1,Rep3
Benzaldehyde,10,2-4,4330,206_1,Rep3
Benzaldehyde,100,2-4,4547,206_1,Rep3
Benzaldehyde,1000,2-4,5571,206_1,Rep3
benzyl benzoate (Pentamethylbenzaldehyde),10,2-1,4265,206_1,Rep3
benzyl benzoate (Pentamethylbenzaldehyde),100,2-1,3049,206_1,Rep3
benzyl benzoate (Pentamethylbenzaldehyde),1000,2-1,2312,206_1,Rep3
Piperonyl alcohol,10,2-4,3753,206_1,Rep3
Piperonyl alcohol,100,2-4,4118,206_1,Rep3
Piperonyl alcohol,1000,2-4,4803,206_1,Rep3
Piperonyl acetate,10,2-5,2155,206_1,Rep3
Piperonyl acetate,100,2-5,990,206_1,Rep3
Piperonyl acetate,1000,2-5,2628,206_1,Rep3
Tetrahydrofuran,10,2-5,1364,206_1,Rep3
Tetrahydrofuran,100,2-5,2352,206_1,Rep3
Tetrahydrofuran,1000,2-5,3057,206_1,Rep3
 Tetrahydropyran,10,2-5,1809,206_1,Rep3
 Tetrahydropyran,100,2-5,3619,206_1,Rep3
 Tetrahydropyran,1000,2-5,1376,206_1,Rep3
Benzaldehyde dimethyl acetal,10,2-5,3513,206_1,Rep3
Benzaldehyde dimethyl acetal,100,2-5,2388,206_1,Rep3
Benzaldehyde dimethyl acetal,1000,2-5,1474,206_1,Rep3
 2-Methyl-1-propanethiol,10,2-5,2092,206_1,Rep3
 2-Methyl-1-propanethiol,100,2-5,3802,206_1,Rep3
 2-Methyl-1-propanethiol,1000,2-5,2557,206_1,Rep3
(+)-Dihydrocarveol,10,2-5,1830,206_1,Rep3
(+)-Dihydrocarveol,100,2-5,3538,206_1,Rep3
(+)-Dihydrocarveol,1000,2-5,3558,206_1,Rep3
(-)-Dihydrocarveol,10,2-5,2824,206_1,Rep3
(-)-Dihydrocarveol,100,2-5,3930,206_1,Rep3
(-)-Dihydrocarveol,1000,2-5,4451,206_1,Rep3
(+)-Perillaaldehyde,10,2-13,3094,206_1,Rep3
(+)-Perillaaldehyde,100,2-13,4630,206_1,Rep3
(+)-Perillaaldehyde,1000,2-13,5242,206_1,Rep3
(-)-Perillaaldehyde,10,2-5,4508,206_1,Rep3
(-)-Perillaaldehyde,100,2-5,4593,206_1,Rep3
(-)-Perillaaldehyde,1000,2-5,4556,206_1,Rep3
Benzyl salicylate,10,2-1,4614,206_1,Rep3
Benzyl salicylate,100,2-1,986,206_1,Rep3
Benzyl salicylate,1000,2-1,1748,206_1,Rep3
"(+)-Limonene oxide,mixture of cis and trans",10,2-5,2557,206_1,Rep3
"(+)-Limonene oxide,mixture of cis and trans",100,2-5,2436,206_1,Rep3
"(+)-Limonene oxide,mixture of cis and trans",1000,2-5,4100,206_1,Rep3
"(-)-Limonene oxide,mixture of cis and trans",10,2-6,3472,206_1,Rep3
"(-)-Limonene oxide,mixture of cis and trans",100,2-6,3356,206_1,Rep3
"(-)-Limonene oxide,mixture of cis and trans",1000,2-6,2350,206_1,Rep3
 (R)-(+)-Limonene,10,2-6,3724,206_1,Rep3
 (R)-(+)-Limonene,100,2-6,2593,206_1,Rep3
 (R)-(+)-Limonene,1000,2-6,2496,206_1,Rep3
(-)-Camphene,10,2-6,2247,206_1,Rep3
(-)-Camphene,100,2-6,2017,206_1,Rep3
(-)-Camphene,1000,2-6,3244,206_1,Rep3
(+)-Camphene,10,2-6,2024,206_1,Rep3
(+)-Camphene,100,2-6,1189,206_1,Rep3
(+)-Camphene,1000,2-6,470,206_1,Rep3
"2,3-Diethyl-5-methylpyrazine",10,2-6,1668,206_1,Rep3
"2,3-Diethyl-5-methylpyrazine",100,2-6,1271,206_1,Rep3
"2,3-Diethyl-5-methylpyrazine",1000,2-6,1982,206_1,Rep3
Ethyl disulfide,10,2-6,3745,206_1,Rep3
Ethyl disulfide,100,2-6,4265,206_1,Rep3
Ethyl disulfide,1000,2-6,2599,206_1,Rep3
Methyl disulfide,10,2-6,2676,206_1,Rep3
Methyl disulfide,100,2-6,5343,206_1,Rep3
Methyl disulfide,1000,2-6,2649,206_1,Rep3
Ethyl 2-methylbutyrate,10,2-13,3425,206_1,Rep3
Ethyl 2-methylbutyrate,100,2-13,2933,206_1,Rep3
Ethyl 2-methylbutyrate,1000,2-13,4947,206_1,Rep3
trans-2-Dodecenal,10,2-6,2110,206_1,Rep3
trans-2-Dodecenal,100,2-6,2939,206_1,Rep3
trans-2-Dodecenal,1000,2-6,8177,206_1,Rep3
Cedryl acetate,10,2-1,1265,206_1,Rep3
Cedryl acetate,100,2-1,3208,206_1,Rep3
Cedryl acetate,1000,2-1,182,206_1,Rep3
1-Octen-3-one,10,2-6,3908,206_1,Rep3
1-Octen-3-one,100,2-6,1880,206_1,Rep3
1-Octen-3-one,1000,2-6,2375,206_1,Rep3
2-Bromohexanoic acid,10,2-7,1513,206_1,Rep3
2-Bromohexanoic acid,100,2-7,3906,206_1,Rep3
2-Bromohexanoic acid,1000,2-7,1547,206_1,Rep3
6-Bromohexanoic acid,10,2-7,2710,206_1,Rep3
6-Bromohexanoic acid,100,2-7,1638,206_1,Rep3
6-Bromohexanoic acid,1000,2-7,2237,206_1,Rep3
2-Bromooctanoic acid,10,2-7,2619,206_1,Rep3
2-Bromooctanoic acid,100,2-7,2428,206_1,Rep3
2-Bromooctanoic acid,1000,2-7,1221,206_1,Rep3
Furfuryl methyl disulfide,10,2-7,1017,206_1,Rep3
Furfuryl methyl disulfide,100,2-7,1092,206_1,Rep3
Furfuryl methyl disulfide,1000,2-7,1565,206_1,Rep3
Ethyl isovalerate,10,2-7,2002,206_1,Rep3
Ethyl isovalerate,100,2-7,1829,206_1,Rep3
Ethyl isovalerate,1000,2-7,2677,206_1,Rep3
Bis(2-methyl-3-furyl)disulphide),10,2-7,3093,206_1,Rep3
Bis(2-methyl-3-furyl)disulphide),100,2-7,4413,206_1,Rep3
Bis(2-methyl-3-furyl)disulphide),1000,2-7,3562,206_1,Rep3
Dimethyl trisulfide,10,2-7,1778,206_1,Rep3
Dimethyl trisulfide,100,2-7,3574,206_1,Rep3
Dimethyl trisulfide,1000,2-7,3055,206_1,Rep3
"trans-2,cis-6-Nonadienal",10,2-13,6243,206_1,Rep3
"trans-2,cis-6-Nonadienal",100,2-13,6886,206_1,Rep3
"trans-2,cis-6-Nonadienal",1000,2-13,7279,206_1,Rep3
trans-2-Nonenal,10,2-7,2218,206_1,Rep3
trans-2-Nonenal,100,2-7,1677,206_1,Rep3
trans-2-Nonenal,1000,2-7,13675,206_1,Rep3
Cinnamyl alcohol,10,2-1,1450,206_1,Rep3
Cinnamyl alcohol,100,2-1,2058,206_1,Rep3
Cinnamyl alcohol,1000,2-1,5885,206_1,Rep3
n-Decyl acetate,10,2-7,2701,206_1,Rep3
n-Decyl acetate,100,2-7,2830,206_1,Rep3
n-Decyl acetate,1000,2-7,1799,206_1,Rep3
Dimethyl anthranilate,10,2-8,446,206_1,Rep3
Dimethyl anthranilate,100,2-8,661,206_1,Rep3
Dimethyl anthranilate,1000,2-8,928,206_1,Rep3
trans-2-Undecenal,10,2-8,1746,206_1,Rep3
trans-2-Undecenal,100,2-8,2040,206_1,Rep3
trans-2-Undecenal,1000,2-8,8048,206_1,Rep3
Neryl isobutyrate,10,2-8,2248,206_1,Rep3
Neryl isobutyrate,100,2-8,1717,206_1,Rep3
Neryl isobutyrate,1000,2-8,2599,206_1,Rep3
cis-4-Decenal,10,2-8,1635,206_1,Rep3
cis-4-Decenal,100,2-8,1586,206_1,Rep3
cis-4-Decenal,1000,2-8,2435,206_1,Rep3
Octyl formate,10,2-8,2954,206_1,Rep3
Octyl formate,100,2-8,5690,206_1,Rep3
Octyl formate,1000,2-8,5905,206_1,Rep3
(±)-2-Butanol,10,2-8,4599,206_1,Rep3
(±)-2-Butanol,100,2-8,6539,206_1,Rep3
(±)-2-Butanol,1000,2-8,2172,206_1,Rep3
2-Isopropyl-3-methoxypyrazine,10,2-8,4577,206_1,Rep3
2-Isopropyl-3-methoxypyrazine,100,2-8,3588,206_1,Rep3
2-Isopropyl-3-methoxypyrazine,1000,2-8,3299,206_1,Rep3
2-sec-Butyl-3-methoxypyrazine,10,2-13,520,206_1,Rep3
2-sec-Butyl-3-methoxypyrazine,100,2-13,2834,206_1,Rep3
2-sec-Butyl-3-methoxypyrazine,1000,2-13,7208,206_1,Rep3
cis-6-Nonenal,10,2-8,4045,206_1,Rep3
